mysql> select left(i,4),nat_id,incomeclass.x as incomeBracket,sum(expense.x),sum(q),count(*) from expense,incomeclass where f=fs_id  group by nat_id,incomeclass.x,left(i,4);
+-----------+--------+---------------+----------------+--------+----------+
| left(i,4) | nat_id | incomeBracket | sum(expense.x) | sum(q) | count(*) |
| 1262      |      2 |             4 |        402.750 |    104 |      102 |
| 1270      |      2 |             4 |      43186.275 |   1628 |      410 |
| 1310      |      2 |             4 |       3207.700 |    226 |      210 |
| 1320      |      2 |             4 |      48457.590 |    501 |      460 |
| 0111      |      2 |             5 |       1271.775 |    923 |      308 |
| 0112      |      2 |             5 |       1385.620 |    226 |      132 |
| 0113      |      2 |             5 |       1017.580 |    168 |       65 |
| 0114      |      2 |             5 |        447.620 |    438 |      191 |
| 0115      |      2 |             5 |        154.420 |     77 |       58 |
| 0116      |      2 |             5 |        502.850 |    281 |      193 |
| 0117      |      2 |             5 |        683.000 |    704 |      403 |
| 0118      |      2 |             5 |        420.675 |    237 |       78 |
| 0119      |      2 |             5 |        278.550 |    284 |      171 |
| 0121      |      2 |             5 |        292.490 |    167 |       51 |
| 0122      |      2 |             5 |        509.620 |    305 |       91 |
| 0220      |      2 |             5 |        174.300 |     70 |       46 |
| 0311      |      2 |             5 |        123.500 |      6 |        6 |
| 0312      |      2 |             5 |       4352.900 |    364 |      240 |
| 0313      |      2 |             5 |         91.700 |     18 |       14 |
| 0314      |      2 |             5 |        410.950 |    146 |       84 |
| 0321      |      2 |             5 |        823.340 |     71 |       60 |
| 0322      |      2 |             5 |          6.650 |      5 |        4 |
| 0411      |      2 |             5 |      14805.000 |     24 |       24 |
| 0421      |      2 |             5 |      11660.000 |     16 |       16 |
| 0431      |      2 |             5 |       2328.000 |     26 |       23 |
| 0432      |      2 |             5 |       1023.000 |     27 |       27 |
| 0441      |      2 |             5 |        459.000 |     39 |       39 |
| 0442      |      2 |             5 |         99.000 |     25 |       25 |
| 0451      |      2 |             5 |       1052.000 |     39 |       39 |
| 0452      |      2 |             5 |         45.000 |     37 |       30 |
| 0454      |      2 |             5 |         22.500 |      8 |        8 |
| 0511      |      2 |             5 |       1091.350 |     62 |       42 |
| 0512      |      2 |             5 |        306.500 |     13 |       13 |
| 0520      |      2 |             5 |        582.740 |     54 |       42 |
| 0531      |      2 |             5 |        244.450 |     11 |       11 |
| 0532      |      2 |             5 |        453.600 |     28 |       26 |
| 0533      |      2 |             5 |        117.000 |      8 |        8 |
| 0540      |      2 |             5 |        813.250 |     97 |       53 |
| 0552      |      2 |             5 |        151.150 |     35 |       25 |
| 0561      |      2 |             5 |       1125.755 |    502 |      348 |
| 0562      |      2 |             5 |       3269.000 |     52 |       47 |
| 0611      |      2 |             5 |        317.870 |     26 |       26 |
| 0612      |      2 |             5 |          2.250 |      2 |        2 |
| 0613      |      2 |             5 |        296.000 |     13 |       12 |
| 0621      |      2 |             5 |        100.000 |      4 |        4 |
| 0624      |      2 |             5 |        150.000 |      1 |        1 |
| 0721      |      2 |             5 |        944.450 |     17 |       14 |
| 0722      |      2 |             5 |       2307.800 |    613 |      262 |
| 0723      |      2 |             5 |       1191.050 |    141 |      127 |
| 0724      |      2 |             5 |          7.400 |     21 |       21 |
| 0732      |      2 |             5 |        150.000 |      5 |        5 |
| 0733      |      2 |             5 |        708.000 |      2 |        2 |
| 0820      |      2 |             5 |        622.500 |     35 |       35 |
| 0830      |      2 |             5 |       1416.500 |    162 |      154 |
| 0911      |      2 |             5 |        684.800 |     10 |       10 |
| 0912      |      2 |             5 |         98.500 |      3 |        3 |
| 0913      |      2 |             5 |         92.550 |      8 |        7 |
| 0914      |      2 |             5 |         58.600 |     15 |        5 |
| 0915      |      2 |             5 |         27.000 |      3 |        3 |
| 0931      |      2 |             5 |        191.500 |     22 |       15 |
| 0932      |      2 |             5 |         85.000 |      3 |        3 |
| 0933      |      2 |             5 |         61.500 |      8 |        5 |
| 0934      |      2 |             5 |          3.000 |      2 |        2 |
| 0941      |      2 |             5 |        313.500 |     21 |       20 |
| 0942      |      2 |             5 |         47.500 |     15 |        6 |
| 0951      |      2 |             5 |          6.000 |      1 |        1 |
| 0952      |      2 |             5 |         28.050 |     21 |       21 |
| 0954      |      2 |             5 |        587.000 |    153 |       56 |
| 0960      |      2 |             5 |         27.000 |      3 |        1 |
| 1010      |      2 |             5 |       1875.000 |      6 |        6 |
| 1020      |      2 |             5 |        584.000 |     42 |       30 |
| 1050      |      2 |             5 |        105.000 |      2 |        2 |
| 1111      |      2 |             5 |       1404.580 |    251 |      230 |
| 1112      |      2 |             5 |        203.600 |     41 |       33 |
| 1120      |      2 |             5 |        150.000 |      3 |        3 |
| 1211      |      2 |             5 |        652.500 |     82 |       71 |
| 1212      |      2 |             5 |         48.900 |      3 |        3 |
| 1213      |      2 |             5 |       2789.310 |    788 |      498 |
| 1231      |      2 |             5 |        514.150 |     32 |       27 |
| 1232      |      2 |             5 |        393.680 |     31 |       29 |
| 1254      |      2 |             5 |        229.000 |      3 |        3 |
| 1262      |      2 |             5 |          2.000 |      1 |        1 |
| 1270      |      2 |             5 |      11602.950 |     47 |       47 |
| 1310      |      2 |             5 |        612.250 |     15 |       15 |
| 1320      |      2 |             5 |       2948.350 |     47 |       45 |
+-----------+--------+---------------+----------------+--------+----------+
975 rows in set (20.61 sec)

mysql> notee
