mysql> select fid1,fid2,mem1,mem2,count(*) from mdetail group by fid1,fid2,mem1,mem2;
+------+------+------+------+----------+
| fid1 | fid2 | mem1 | mem2 | count(*) |
| 3009 | 3009 |    1 |    1 |        3 |
| 3009 | 3009 |    1 |    2 |        3 |
| 3009 | 3009 |    1 |    3 |        3 |
| 3009 | 3009 |    1 |    4 |        3 |
| 3009 | 3009 |    2 |    1 |        3 |
| 3009 | 3009 |    2 |    2 |        3 |
| 3009 | 3009 |    2 |    3 |        3 |
| 3009 | 3009 |    2 |    4 |        3 |
| 3010 | 3010 |    1 |    1 |        3 |
| 3010 | 3010 |    1 |    2 |        3 |
| 3010 | 3010 |    2 |    1 |        3 |
| 3010 | 3010 |    2 |    2 |        3 |
| 3011 | 3011 |    1 |    1 |        3 |
| 3011 | 3011 |    1 |    2 |        3 |
| 3011 | 3011 |    2 |    1 |        3 |
| 3011 | 3011 |    2 |    2 |        3 |
| 3012 | 3012 |    1 |    1 |        3 |
| 3012 | 3012 |    1 |    2 |        3 |
| 3012 | 3012 |    1 |    3 |        3 |
| 3012 | 3012 |    2 |    1 |        3 |
| 3012 | 3012 |    2 |    2 |        3 |
| 3012 | 3012 |    2 |    3 |        3 |
| 3013 | 3013 |    1 |    1 |        3 |
| 3013 | 3013 |    1 |    2 |        3 |
| 3013 | 3013 |    2 |    1 |        3 |
| 3013 | 3013 |    2 |    2 |        3 |
| 3016 | 3016 |    1 |    1 |        3 |
| 3016 | 3016 |    1 |    2 |        3 |
| 3016 | 3016 |    1 |    3 |        3 |
| 3016 | 3016 |    1 |    4 |        3 |
| 3016 | 3016 |    2 |    1 |        3 |
| 3016 | 3016 |    2 |    2 |        3 |
| 3016 | 3016 |    2 |    3 |        3 |
| 3016 | 3016 |    2 |    4 |        3 |
| 3016 | 3016 |    3 |    1 |        3 |
| 3016 | 3016 |    3 |    2 |        3 |
| 3016 | 3016 |    3 |    3 |        3 |
| 3016 | 3016 |    3 |    4 |        3 |
| 3017 | 3017 |    1 |    1 |        3 |
| 3017 | 3017 |    1 |    2 |        3 |
| 3017 | 3017 |    1 |    3 |        3 |
| 3017 | 3017 |    1 |    4 |        3 |
| 3017 | 3017 |    2 |    1 |        3 |
| 3017 | 3017 |    2 |    2 |        3 |
| 3017 | 3017 |    2 |    3 |        3 |
| 3017 | 3017 |    2 |    4 |        3 |
| 3017 | 3017 |    3 |    1 |        3 |
| 3017 | 3017 |    3 |    2 |        3 |
| 3017 | 3017 |    3 |    3 |        3 |
| 3017 | 3017 |    3 |    4 |        3 |
| 3020 | 3020 |    1 |    1 |        3 |
| 3020 | 3020 |    1 |    2 |        3 |
| 3020 | 3020 |    1 |    3 |        3 |
| 3020 | 3020 |    1 |    4 |        3 |
| 3020 | 3020 |    2 |    1 |        3 |
| 3020 | 3020 |    2 |    2 |        3 |
| 3020 | 3020 |    2 |    3 |        3 |
| 3020 | 3020 |    2 |    4 |        3 |
| 3021 | 3021 |    1 |    1 |        3 |
| 3021 | 3021 |    1 |    2 |        3 |
| 3021 | 3021 |    1 |    3 |        3 |
| 3021 | 3021 |    1 |    4 |        3 |
| 3021 | 3021 |    2 |    1 |        3 |
| 3021 | 3021 |    2 |    2 |        3 |
| 3021 | 3021 |    2 |    3 |        3 |
| 3021 | 3021 |    2 |    4 |        3 |
| 3022 | 3022 |    1 |    1 |        3 |
| 3022 | 3022 |    1 |    2 |        3 |
| 3022 | 3022 |    1 |    3 |        3 |
| 3023 | 3023 |    1 |    1 |        3 |
| 3023 | 3023 |    1 |    2 |        3 |
| 3023 | 3023 |    1 |    3 |        3 |
| 3023 | 3023 |    1 |    4 |        3 |
| 3023 | 3023 |    2 |    1 |        3 |
| 3023 | 3023 |    2 |    2 |        3 |
| 3023 | 3023 |    2 |    3 |        3 |
| 3023 | 3023 |    2 |    4 |        3 |
| 3024 | 3024 |    1 |    1 |        3 |
| 3024 | 3024 |    1 |    2 |        3 |
| 3024 | 3024 |    1 |    3 |        3 |
| 3024 | 3024 |    1 |    4 |        3 |
| 3024 | 3024 |    1 |    5 |        3 |
| 3024 | 3024 |    2 |    1 |        3 |
| 3024 | 3024 |    2 |    2 |        3 |
| 3024 | 3024 |    2 |    3 |        3 |
| 3024 | 3024 |    2 |    4 |        3 |
| 3024 | 3024 |    2 |    5 |        3 |
| 3025 | 3025 |    1 |    1 |        3 |
| 3025 | 3025 |    1 |    2 |        3 |
| 3025 | 3025 |    1 |    3 |        3 |
| 3025 | 3025 |    1 |    4 |        3 |
| 3025 | 3025 |    1 |    5 |        3 |
| 3025 | 3025 |    2 |    1 |        3 |
| 3025 | 3025 |    2 |    2 |        3 |
| 3025 | 3025 |    2 |    3 |        3 |
| 3025 | 3025 |    2 |    4 |        3 |
| 3025 | 3025 |    2 |    5 |        3 |
| 3027 | 3027 |    1 |    1 |        3 |
| 3027 | 3027 |    1 |    2 |        3 |
| 3027 | 3027 |    1 |    3 |        3 |
| 3027 | 3027 |    2 |    1 |        3 |
| 3027 | 3027 |    2 |    2 |        3 |
| 3027 | 3027 |    2 |    3 |        3 |
| 3029 | 3029 |    1 |    1 |        3 |
| 3029 | 3029 |    1 |    2 |        3 |
| 3029 | 3029 |    2 |    1 |        3 |
| 3029 | 3029 |    2 |    2 |        3 |
| 3030 | 3030 |    1 |    1 |        3 |
| 3030 | 3030 |    1 |    2 |        3 |
| 3030 | 3030 |    2 |    1 |        3 |
| 3030 | 3030 |    2 |    2 |        3 |
| 3031 | 3031 |    1 |    1 |        3 |
| 3031 | 3031 |    1 |    2 |        3 |
| 3031 | 3031 |    2 |    1 |        3 |
| 3031 | 3031 |    2 |    2 |        3 |
| 3034 | 3034 |    1 |    1 |        3 |
| 3034 | 3034 |    1 |    2 |        3 |
| 3034 | 3034 |    2 |    1 |        3 |
| 3034 | 3034 |    2 |    2 |        3 |
| 3035 | 3035 |    1 |    1 |        3 |
| 3035 | 3035 |    1 |    2 |        3 |
| 3035 | 3035 |    1 |    3 |        3 |
| 3035 | 3035 |    2 |    1 |        3 |
| 3035 | 3035 |    2 |    2 |        3 |
| 3035 | 3035 |    2 |    3 |        3 |
| 3039 | 3039 |    1 |    1 |        3 |
| 3039 | 3039 |    1 |    2 |        3 |
| 3040 | 3040 |    1 |    1 |        3 |
| 3040 | 3040 |    1 |    2 |        3 |
| 3040 | 3040 |    1 |    3 |        3 |
| 3040 | 3040 |    1 |    4 |        3 |
| 3040 | 3040 |    1 |    5 |        3 |
| 3040 | 3040 |    2 |    1 |        3 |
| 3040 | 3040 |    2 |    2 |        3 |
| 3040 | 3040 |    2 |    3 |        3 |
| 3040 | 3040 |    2 |    4 |        3 |
| 3040 | 3040 |    2 |    5 |        3 |
| 3041 | 3041 |    1 |    1 |        3 |
| 3041 | 3041 |    1 |    2 |        3 |
| 3041 | 3041 |    1 |    3 |        3 |
| 3041 | 3041 |    1 |    4 |        3 |
| 3041 | 3041 |    2 |    1 |        3 |
| 3041 | 3041 |    2 |    2 |        3 |
| 3041 | 3041 |    2 |    3 |        3 |
| 3041 | 3041 |    2 |    4 |        3 |
| 3042 | 3042 |    1 |    1 |        3 |
| 3042 | 3042 |    1 |    2 |        3 |
| 3042 | 3042 |    1 |    3 |        3 |
| 3042 | 3042 |    1 |    4 |        3 |
| 3042 | 3042 |    2 |    1 |        3 |
| 3042 | 3042 |    2 |    2 |        3 |
| 3042 | 3042 |    2 |    3 |        3 |
| 3042 | 3042 |    2 |    4 |        3 |
| 3043 | 3043 |    1 |    1 |        3 |
| 3043 | 3043 |    1 |    2 |        3 |
| 3043 | 3043 |    2 |    1 |        3 |
| 3043 | 3043 |    2 |    2 |        3 |
| 3045 | 3045 |    1 |    1 |        3 |
| 3045 | 3045 |    1 |    2 |        3 |
| 3046 | 3046 |    1 |    1 |        3 |
| 3046 | 3046 |    1 |    2 |        3 |
| 3046 | 3046 |    1 |    3 |        3 |
| 3046 | 3046 |    1 |    4 |        3 |
| 3046 | 3046 |    2 |    1 |        3 |
| 3046 | 3046 |    2 |    2 |        3 |
| 3046 | 3046 |    2 |    3 |        3 |
| 3046 | 3046 |    2 |    4 |        3 |
| 3047 | 3047 |    1 |    1 |        3 |
| 3047 | 3047 |    1 |    2 |        3 |
| 3047 | 3047 |    1 |    3 |        3 |
| 3047 | 3047 |    2 |    1 |        3 |
| 3047 | 3047 |    2 |    2 |        3 |
| 3047 | 3047 |    2 |    3 |        3 |
| 3048 | 3048 |    1 |    1 |        3 |
| 3048 | 3048 |    1 |    2 |        3 |
| 3048 | 3048 |    1 |    3 |        3 |
| 3048 | 3048 |    1 |    4 |        3 |
| 3048 | 3048 |    2 |    1 |        3 |
| 3048 | 3048 |    2 |    2 |        3 |
| 3048 | 3048 |    2 |    3 |        3 |
| 3048 | 3048 |    2 |    4 |        3 |
| 3049 | 3049 |    1 |    1 |        3 |
| 3049 | 3049 |    1 |    2 |        3 |
| 3049 | 3049 |    1 |    3 |        3 |
| 3049 | 3049 |    2 |    1 |        3 |
| 3049 | 3049 |    2 |    2 |        3 |
| 3049 | 3049 |    2 |    3 |        3 |
| 3050 | 3050 |    1 |    1 |        3 |
| 3050 | 3050 |    1 |    2 |        3 |
| 3050 | 3050 |    2 |    1 |        3 |
| 3050 | 3050 |    2 |    2 |        3 |
| 3051 | 3051 |    1 |    1 |        3 |
| 3051 | 3051 |    1 |    2 |        3 |
| 3051 | 3051 |    1 |    3 |        3 |
| 3052 | 3052 |    1 |    1 |        3 |
| 3052 | 3052 |    1 |    2 |        3 |
| 3052 | 3052 |    1 |    3 |        3 |
| 3052 | 3052 |    1 |    4 |        3 |
| 3053 | 3053 |    1 |    1 |        3 |
| 3053 | 3053 |    1 |    2 |        3 |
| 3053 | 3053 |    1 |    3 |        3 |
| 3053 | 3053 |    1 |    4 |        3 |
| 3053 | 3053 |    2 |    1 |        3 |
| 3053 | 3053 |    2 |    2 |        3 |
| 3053 | 3053 |    2 |    3 |        3 |
| 3053 | 3053 |    2 |    4 |        3 |
| 3054 | 3054 |    1 |    1 |        3 |
| 3054 | 3054 |    1 |    2 |        3 |
| 3054 | 3054 |    1 |    3 |        3 |
| 3054 | 3054 |    2 |    1 |        3 |
| 3054 | 3054 |    2 |    2 |        3 |
| 3054 | 3054 |    2 |    3 |        3 |
| 3055 | 3055 |    1 |    1 |        3 |
| 3055 | 3055 |    1 |    2 |        3 |
| 3055 | 3055 |    1 |    3 |        3 |
| 3055 | 3055 |    1 |    4 |        3 |
| 3056 | 3056 |    1 |    1 |        3 |
| 3056 | 3056 |    1 |    2 |        3 |
| 3056 | 3056 |    1 |    3 |        3 |
| 3056 | 3056 |    1 |    4 |        3 |
| 3056 | 3056 |    2 |    1 |        3 |
| 3056 | 3056 |    2 |    2 |        3 |
| 3056 | 3056 |    2 |    3 |        3 |
| 3056 | 3056 |    2 |    4 |        3 |
| 3057 | 3057 |    1 |    1 |        3 |
| 3057 | 3057 |    1 |    2 |        3 |
| 3057 | 3057 |    2 |    1 |        3 |
| 3057 | 3057 |    2 |    2 |        3 |
| 3058 | 3058 |    1 |    1 |        3 |
| 3058 | 3058 |    1 |    2 |        3 |
| 3058 | 3058 |    1 |    3 |        3 |
| 3058 | 3058 |    1 |    4 |        3 |
| 3058 | 3058 |    2 |    1 |        3 |
| 3058 | 3058 |    2 |    2 |        3 |
| 3058 | 3058 |    2 |    3 |        3 |
| 3058 | 3058 |    2 |    4 |        3 |
| 3060 | 3060 |    1 |    1 |        3 |
| 3060 | 3060 |    1 |    2 |        3 |
| 3060 | 3060 |    1 |    3 |        3 |
| 3060 | 3060 |    1 |    4 |        3 |
| 3060 | 3060 |    2 |    1 |        3 |
| 3060 | 3060 |    2 |    2 |        3 |
| 3060 | 3060 |    2 |    3 |        3 |
| 3060 | 3060 |    2 |    4 |        3 |
| 3062 | 3062 |    1 |    1 |        3 |
| 3062 | 3062 |    1 |    2 |        3 |
| 3062 | 3062 |    1 |    3 |        3 |
| 3062 | 3062 |    1 |    4 |        3 |
| 3062 | 3062 |    2 |    1 |        3 |
| 3062 | 3062 |    2 |    2 |        3 |
| 3062 | 3062 |    2 |    3 |        3 |
| 3062 | 3062 |    2 |    4 |        3 |
| 3062 | 3062 |    3 |    1 |        3 |
| 3062 | 3062 |    3 |    2 |        3 |
| 3062 | 3062 |    3 |    3 |        3 |
| 3062 | 3062 |    3 |    4 |        3 |
| 3062 | 3062 |    4 |    1 |        3 |
| 3062 | 3062 |    4 |    2 |        3 |
| 3062 | 3062 |    4 |    3 |        3 |
| 3062 | 3062 |    4 |    4 |        3 |
| 3063 | 3063 |    1 |    1 |        3 |
| 3063 | 3063 |    1 |    2 |        3 |
| 3063 | 3063 |    1 |    3 |        3 |
| 3063 | 3063 |    2 |    1 |        3 |
| 3063 | 3063 |    2 |    2 |        3 |
| 3063 | 3063 |    2 |    3 |        3 |
| 3065 | 3065 |    1 |    1 |        3 |
| 3065 | 3065 |    1 |    2 |        3 |
| 3065 | 3065 |    1 |    3 |        3 |
| 3066 | 3066 |    1 |    1 |        3 |
| 3066 | 3066 |    1 |    2 |        3 |
| 3066 | 3066 |    1 |    3 |        3 |
| 3066 | 3066 |    2 |    1 |        3 |
| 3066 | 3066 |    2 |    2 |        3 |
| 3066 | 3066 |    2 |    3 |        3 |
| 3066 | 3066 |    3 |    1 |        3 |
| 3066 | 3066 |    3 |    2 |        3 |
| 3066 | 3066 |    3 |    3 |        3 |
| 3067 | 3067 |    1 |    1 |        3 |
| 3067 | 3067 |    1 |    2 |        3 |
| 3067 | 3067 |    1 |    3 |        3 |
| 3067 | 3067 |    1 |    4 |        3 |
| 3067 | 3067 |    2 |    1 |        3 |
| 3067 | 3067 |    2 |    2 |        3 |
| 3067 | 3067 |    2 |    3 |        3 |
| 3067 | 3067 |    2 |    4 |        3 |
| 3068 | 3068 |    1 |    1 |        3 |
| 3068 | 3068 |    1 |    2 |        3 |
| 3068 | 3068 |    2 |    1 |        3 |
| 3068 | 3068 |    2 |    2 |        3 |
| 3069 | 3069 |    1 |    1 |        3 |
| 3069 | 3069 |    1 |    2 |        3 |
| 3069 | 3069 |    1 |    3 |        3 |
| 3069 | 3069 |    2 |    1 |        3 |
| 3069 | 3069 |    2 |    2 |        3 |
| 3069 | 3069 |    2 |    3 |        3 |
| 3069 | 3069 |    3 |    1 |        3 |
| 3069 | 3069 |    3 |    2 |        3 |
| 3069 | 3069 |    3 |    3 |        3 |
| 3070 | 3070 |    1 |    1 |        3 |
| 3070 | 3070 |    1 |    2 |        3 |
| 3070 | 3070 |    1 |    3 |        3 |
| 3070 | 3070 |    1 |    4 |        3 |
| 3070 | 3070 |    2 |    1 |        3 |
| 3070 | 3070 |    2 |    2 |        3 |
| 3070 | 3070 |    2 |    3 |        3 |
| 3070 | 3070 |    2 |    4 |        3 |
| 3071 | 3071 |    1 |    1 |        3 |
| 3071 | 3071 |    1 |    2 |        3 |
| 3071 | 3071 |    2 |    1 |        3 |
| 3071 | 3071 |    2 |    2 |        3 |
| 3073 | 3073 |    1 |    1 |        3 |
| 3073 | 3073 |    1 |    2 |        3 |
| 3075 | 3075 |    1 |    1 |        3 |
| 3075 | 3075 |    1 |    2 |        3 |
| 3075 | 3075 |    1 |    3 |        3 |
| 3075 | 3075 |    1 |    4 |        3 |
| 3077 | 3077 |    1 |    1 |        3 |
| 3077 | 3077 |    1 |    2 |        3 |
| 3077 | 3077 |    1 |    3 |        3 |
| 3078 | 3078 |    1 |    1 |        3 |
| 3078 | 3078 |    1 |    2 |        3 |
| 3078 | 3078 |    1 |    3 |        3 |
| 3078 | 3078 |    2 |    1 |        3 |
| 3078 | 3078 |    2 |    2 |        3 |
| 3078 | 3078 |    2 |    3 |        3 |
| 3078 | 3078 |    3 |    1 |        3 |
| 3078 | 3078 |    3 |    2 |        3 |
| 3078 | 3078 |    3 |    3 |        3 |
| 3079 | 3079 |    1 |    1 |        3 |
| 3079 | 3079 |    1 |    2 |        3 |
| 3082 | 3082 |    1 |    1 |        3 |
| 3082 | 3082 |    1 |    2 |        3 |
| 3082 | 3082 |    1 |    3 |        3 |
| 3082 | 3082 |    2 |    1 |        3 |
| 3082 | 3082 |    2 |    2 |        3 |
| 3082 | 3082 |    2 |    3 |        3 |
| 3083 | 3083 |    1 |    1 |        3 |
| 3083 | 3083 |    1 |    2 |        3 |
| 3083 | 3083 |    2 |    1 |        3 |
| 3083 | 3083 |    2 |    2 |        3 |
| 3084 | 3084 |    1 |    1 |        3 |
| 3084 | 3084 |    1 |    2 |        3 |
| 3084 | 3084 |    1 |    3 |        3 |
| 3084 | 3084 |    1 |    4 |        3 |
| 3084 | 3084 |    2 |    1 |        3 |
| 3084 | 3084 |    2 |    2 |        3 |
| 3084 | 3084 |    2 |    3 |        3 |
| 3084 | 3084 |    2 |    4 |        3 |
| 3087 | 3087 |    1 |    1 |        3 |
| 3087 | 3087 |    1 |    2 |        3 |
| 3087 | 3087 |    1 |    3 |        3 |
| 3088 | 3088 |    1 |    1 |        3 |
| 3088 | 3088 |    1 |    2 |        3 |
| 3088 | 3088 |    1 |    3 |        3 |
| 3088 | 3088 |    1 |    4 |        3 |
| 3088 | 3088 |    2 |    1 |        3 |
| 3088 | 3088 |    2 |    2 |        3 |
| 3088 | 3088 |    2 |    3 |        3 |
| 3088 | 3088 |    2 |    4 |        3 |
| 3089 | 3089 |    1 |    1 |        3 |
| 3089 | 3089 |    1 |    2 |        3 |
| 3089 | 3089 |    2 |    1 |        3 |
| 3089 | 3089 |    2 |    2 |        3 |
| 3091 | 3091 |    1 |    1 |        3 |
| 3091 | 3091 |    1 |    2 |        3 |
| 3091 | 3091 |    1 |    3 |        3 |
| 3091 | 3091 |    1 |    4 |        3 |
| 3092 | 3092 |    1 |    1 |        3 |
| 3092 | 3092 |    1 |    2 |        3 |
| 3092 | 3092 |    1 |    3 |        3 |
| 3092 | 3092 |    1 |    4 |        3 |
| 3092 | 3092 |    2 |    1 |        3 |
| 3092 | 3092 |    2 |    2 |        3 |
| 3092 | 3092 |    2 |    3 |        3 |
| 3092 | 3092 |    2 |    4 |        3 |
| 3094 | 3094 |    1 |    1 |        3 |
| 3094 | 3094 |    1 |    2 |        3 |
| 3094 | 3094 |    1 |    3 |        3 |
| 3094 | 3094 |    1 |    4 |        3 |
| 3094 | 3094 |    2 |    1 |        3 |
| 3094 | 3094 |    2 |    2 |        3 |
| 3094 | 3094 |    2 |    3 |        3 |
| 3094 | 3094 |    2 |    4 |        3 |
| 3095 | 3095 |    1 |    1 |        3 |
| 3095 | 3095 |    1 |    2 |        3 |
| 3095 | 3095 |    1 |    3 |        3 |
| 3095 | 3095 |    1 |    4 |        3 |
| 3095 | 3095 |    2 |    1 |        3 |
| 3095 | 3095 |    2 |    2 |        3 |
| 3095 | 3095 |    2 |    3 |        3 |
| 3095 | 3095 |    2 |    4 |        3 |
| 3096 | 3096 |    1 |    1 |        3 |
| 3096 | 3096 |    1 |    2 |        3 |
| 3096 | 3096 |    1 |    3 |        3 |
| 3096 | 3096 |    1 |    4 |        3 |
| 3096 | 3096 |    2 |    1 |        3 |
| 3096 | 3096 |    2 |    2 |        3 |
| 3096 | 3096 |    2 |    3 |        3 |
| 3096 | 3096 |    2 |    4 |        3 |
| 3097 | 3097 |    1 |    1 |        3 |
| 3097 | 3097 |    1 |    2 |        3 |
| 3097 | 3097 |    1 |    3 |        3 |
| 3097 | 3097 |    2 |    1 |        3 |
| 3097 | 3097 |    2 |    2 |        3 |
| 3097 | 3097 |    2 |    3 |        3 |
| 3098 | 3098 |    1 |    1 |        3 |
| 3098 | 3098 |    1 |    2 |        3 |
| 3098 | 3098 |    1 |    3 |        3 |
| 3099 | 3099 |    1 |    1 |        3 |
| 3099 | 3099 |    1 |    2 |        3 |
| 3099 | 3099 |    1 |    3 |        3 |
| 3099 | 3099 |    2 |    1 |        3 |
| 3099 | 3099 |    2 |    2 |        3 |
| 3099 | 3099 |    2 |    3 |        3 |
| 3100 | 3100 |    1 |    1 |        3 |
| 3100 | 3100 |    1 |    2 |        3 |
| 3100 | 3100 |    1 |    3 |        3 |
| 3100 | 3100 |    2 |    1 |        3 |
| 3100 | 3100 |    2 |    2 |        3 |
| 3100 | 3100 |    2 |    3 |        3 |
| 3101 | 3101 |    1 |    1 |        3 |
| 3101 | 3101 |    1 |    2 |        3 |
| 3101 | 3101 |    1 |    3 |        3 |
| 3101 | 3101 |    1 |    4 |        3 |
| 3102 | 3102 |    1 |    1 |        3 |
| 3102 | 3102 |    1 |    2 |        3 |
| 3102 | 3102 |    1 |    3 |        3 |
| 3102 | 3102 |    1 |    4 |        3 |
| 3102 | 3102 |    2 |    1 |        3 |
| 3102 | 3102 |    2 |    2 |        3 |
| 3102 | 3102 |    2 |    3 |        3 |
| 3102 | 3102 |    2 |    4 |        3 |
| 3103 | 3103 |    1 |    1 |        3 |
| 3103 | 3103 |    1 |    2 |        3 |
| 3103 | 3103 |    2 |    1 |        3 |
| 3103 | 3103 |    2 |    2 |        3 |
| 3104 | 3104 |    1 |    1 |        3 |
| 3104 | 3104 |    1 |    2 |        3 |
| 3104 | 3104 |    2 |    1 |        3 |
| 3104 | 3104 |    2 |    2 |        3 |
| 3105 | 3105 |    1 |    1 |        3 |
| 3105 | 3105 |    1 |    2 |        3 |
| 3105 | 3105 |    2 |    1 |        3 |
| 3105 | 3105 |    2 |    2 |        3 |
| 3106 | 3106 |    1 |    1 |        3 |
| 3106 | 3106 |    1 |    2 |        3 |
| 3106 | 3106 |    1 |    3 |        3 |
| 3106 | 3106 |    1 |    4 |        3 |
| 3107 | 3107 |    1 |    1 |        3 |
| 3107 | 3107 |    1 |    2 |        3 |
| 3108 | 3108 |    1 |    1 |        3 |
| 3108 | 3108 |    1 |    2 |        3 |
| 3108 | 3108 |    1 |    3 |        3 |
| 3108 | 3108 |    1 |    4 |        3 |
| 3109 | 3109 |    1 |    1 |        3 |
| 3109 | 3109 |    1 |    2 |        3 |
| 3109 | 3109 |    1 |    3 |        3 |
| 3109 | 3109 |    2 |    1 |        3 |
| 3109 | 3109 |    2 |    2 |        3 |
| 3109 | 3109 |    2 |    3 |        3 |
| 3109 | 3109 |    3 |    1 |        3 |
| 3109 | 3109 |    3 |    2 |        3 |
| 3109 | 3109 |    3 |    3 |        3 |
| 3120 | 3120 |    1 |    1 |        3 |
| 3120 | 3120 |    1 |    2 |        3 |
| 3120 | 3120 |    1 |    3 |        3 |
| 3120 | 3120 |    1 |    4 |        3 |
| 3120 | 3120 |    2 |    1 |        3 |
| 3120 | 3120 |    2 |    2 |        3 |
| 3120 | 3120 |    2 |    3 |        3 |
| 3120 | 3120 |    2 |    4 |        3 |
| 3121 | 3121 |    1 |    1 |        3 |
| 3121 | 3121 |    1 |    2 |        3 |
| 3121 | 3121 |    1 |    3 |        3 |
| 3128 | 3128 |    1 |    1 |        3 |
| 3128 | 3128 |    1 |    2 |        3 |
| 3128 | 3128 |    1 |    3 |        3 |
| 3128 | 3128 |    1 |    4 |        3 |
| 3128 | 3128 |    1 |    5 |        3 |
| 3134 | 3134 |    1 |    1 |        3 |
| 3134 | 3134 |    1 |    2 |        3 |
| 3134 | 3134 |    1 |    3 |        3 |
| 3134 | 3134 |    2 |    1 |        3 |
| 3134 | 3134 |    2 |    2 |        3 |
| 3134 | 3134 |    2 |    3 |        3 |
| 3135 | 3135 |    1 |    1 |        3 |
| 3135 | 3135 |    1 |    2 |        3 |
| 3135 | 3135 |    1 |    3 |        3 |
| 3135 | 3135 |    1 |    4 |        3 |
| 3135 | 3135 |    2 |    1 |        3 |
| 3135 | 3135 |    2 |    2 |        3 |
| 3135 | 3135 |    2 |    3 |        3 |
| 3135 | 3135 |    2 |    4 |        3 |
| 3138 | 3138 |    1 |    1 |        3 |
| 3138 | 3138 |    1 |    2 |        3 |
| 3138 | 3138 |    1 |    3 |        3 |
| 3138 | 3138 |    2 |    1 |        3 |
| 3138 | 3138 |    2 |    2 |        3 |
| 3138 | 3138 |    2 |    3 |        3 |
| 3139 | 3139 |    1 |    1 |        3 |
| 3139 | 3139 |    1 |    2 |        3 |
| 3139 | 3139 |    1 |    3 |        3 |
| 3139 | 3139 |    1 |    4 |        3 |
| 3139 | 3139 |    1 |    5 |        3 |
| 3139 | 3139 |    1 |    6 |        3 |
| 3141 | 3141 |    1 |    1 |        3 |
| 3141 | 3141 |    1 |    2 |        3 |
| 3141 | 3141 |    1 |    3 |        3 |
| 3141 | 3141 |    2 |    1 |        3 |
| 3141 | 3141 |    2 |    2 |        3 |
| 3141 | 3141 |    2 |    3 |        3 |
| 3141 | 3141 |    3 |    1 |        3 |
| 3141 | 3141 |    3 |    2 |        3 |
| 3141 | 3141 |    3 |    3 |        3 |
| 3144 | 3144 |    1 |    1 |        3 |
| 3144 | 3144 |    1 |    2 |        3 |
| 3144 | 3144 |    2 |    1 |        3 |
| 3144 | 3144 |    2 |    2 |        3 |
| 3145 | 3145 |    1 |    1 |        3 |
| 3145 | 3145 |    1 |    2 |        3 |
| 3145 | 3145 |    1 |    3 |        3 |
| 3145 | 3145 |    1 |    4 |        3 |
| 3145 | 3145 |    1 |    5 |        3 |
| 3145 | 3145 |    2 |    1 |        3 |
| 3145 | 3145 |    2 |    2 |        3 |
| 3145 | 3145 |    2 |    3 |        3 |
| 3145 | 3145 |    2 |    4 |        3 |
| 3145 | 3145 |    2 |    5 |        3 |
| 3147 | 3147 |    1 |    1 |        3 |
| 3147 | 3147 |    1 |    2 |        3 |
| 3147 | 3147 |    1 |    3 |        3 |
| 3147 | 3147 |    2 |    1 |        3 |
| 3147 | 3147 |    2 |    2 |        3 |
| 3147 | 3147 |    2 |    3 |        3 |
| 3147 | 3147 |    3 |    1 |        3 |
| 3147 | 3147 |    3 |    2 |        3 |
| 3147 | 3147 |    3 |    3 |        3 |
| 3149 | 3149 |    1 |    1 |        3 |
| 3149 | 3149 |    1 |    2 |        3 |
| 3149 | 3149 |    1 |    3 |        3 |
| 3149 | 3149 |    2 |    1 |        3 |
| 3149 | 3149 |    2 |    2 |        3 |
| 3149 | 3149 |    2 |    3 |        3 |
| 3149 | 3149 |    3 |    1 |        3 |
| 3149 | 3149 |    3 |    2 |        3 |
| 3149 | 3149 |    3 |    3 |        3 |
| 3150 | 3150 |    1 |    1 |        3 |
| 3150 | 3150 |    1 |    2 |        3 |
| 3150 | 3150 |    2 |    1 |        3 |
| 3150 | 3150 |    2 |    2 |        3 |
| 3151 | 3151 |    1 |    1 |        3 |
| 3151 | 3151 |    1 |    2 |        3 |
| 3151 | 3151 |    1 |    3 |        3 |
| 3151 | 3151 |    2 |    1 |        3 |
| 3151 | 3151 |    2 |    2 |        3 |
| 3151 | 3151 |    2 |    3 |        3 |
| 3155 | 3155 |    1 |    1 |        3 |
| 3155 | 3155 |    1 |    2 |        3 |
| 3156 | 3156 |    1 |    1 |        3 |
| 3156 | 3156 |    1 |    2 |        3 |
| 3157 | 3157 |    1 |    1 |        3 |
| 3157 | 3157 |    1 |    2 |        3 |
| 3157 | 3157 |    1 |    3 |        3 |
| 3157 | 3157 |    2 |    1 |        3 |
| 3157 | 3157 |    2 |    2 |        3 |
| 3157 | 3157 |    2 |    3 |        3 |
| 3157 | 3157 |    3 |    1 |        3 |
| 3157 | 3157 |    3 |    2 |        3 |
| 3157 | 3157 |    3 |    3 |        3 |
| 3158 | 3158 |    1 |    1 |        3 |
| 3158 | 3158 |    1 |    2 |        3 |
| 3158 | 3158 |    1 |    3 |        3 |
| 3158 | 3158 |    1 |    4 |        3 |
| 3159 | 3159 |    1 |    1 |        3 |
| 3159 | 3159 |    1 |    2 |        3 |
| 3159 | 3159 |    1 |    3 |        3 |
| 3164 | 3164 |    1 |    1 |        3 |
| 3164 | 3164 |    1 |    2 |        3 |
