mysql> select a.fs_id , a.mem_id , b.mem_id , a.fm_mm , a.income1+a.income2+a.income3+a.income4 as aCY , b.income1+b.income2+b.income3+b.income4 as bCY , IF(A.INCOME1=B.INCOME1,A.INCOME1,'') , IF(A.INCOME2=B.INCOME2,A.INCOME2,'') , IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') , IF(A.INCOME4=B.INCOME4,A.INCOME4,'') from income a,income b where a.fs_id=b.fs_id and a.mem_id<>b.mem_id and( a.income1=b.income1 or a.income2=b.income2 or a.income3=b.income3 or a.income4=b.income4) and a.fm_mm= b.fm_mm and a.mem_id<b.mem_id;
+-------+--------+--------+-------+-------+------+--------------------------------------+--------------------------------------+----------------------------------------+--------------------------------------+
| fs_id | mem_id | mem_id | fm_mm | aCY   | bCY  | IF(A.INCOME1=B.INCOME1,A.INCOME1,'') | IF(A.INCOME2=B.INCOME2,A.INCOME2,'') | IF(A.INCOME3=B.INCOME3 , A.INCOME3,'') | IF(A.INCOME4=B.INCOME4,A.INCOME4,'') |
|   164 |      2 |      5 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      2 |      3 |     3 |     0 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      2 |      4 |     3 |     0 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      4 |     1 |  1783 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      5 |     1 |  1783 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      4 |     2 |  1783 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      5 |     2 |  1783 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      5 |     3 |  1783 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      3 |      4 |     3 |  1783 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      4 |      5 |     1 |  1069 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      4 |      5 |     2 |  1069 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      4 |      5 |     3 |  1069 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   164 |      1 |      2 |     2 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   164 |      1 |      3 |     2 |  2000 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   164 |      1 |      4 |     2 |  2000 | 1069 |                                      | 0                                    | 0                                      |                                      |
|   164 |      1 |      5 |     2 |  2000 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   166 |      2 |      3 |     2 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      2 |      4 |     2 |     0 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      2 |      3 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      2 |      4 |     3 |     0 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      3 |      4 |     1 |  1189 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      3 |      4 |     2 |  1189 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      3 |      4 |     3 |  1189 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      2 |      3 |     1 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      2 |      4 |     1 |     0 |  950 |                                      | 0                                    | 0                                      | 0                                    |
|   166 |      1 |      3 |     1 |  2000 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   166 |      1 |      2 |     1 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   166 |      1 |      4 |     1 |  2000 |  950 |                                      | 0                                    | 0                                      |                                      |
|   166 |      1 |      2 |     2 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   166 |      1 |      3 |     2 |  2000 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   166 |      1 |      4 |     2 |  2000 |  950 |                                      | 0                                    | 0                                      |                                      |
|   166 |      1 |      2 |     3 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   166 |      1 |      3 |     3 |  2000 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   166 |      1 |      4 |     3 |  2000 |  950 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      3 |     1 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      4 |     1 |  2000 | 1486 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      5 |     1 |  2000 | 1307 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      6 |     1 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     10 |     1 |  2000 | 1604 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     11 |     1 |  2000 | 1069 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     12 |     1 |  2000 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     13 |     1 |  2000 | 1842 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     13 |     3 |  2000 | 1842 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      3 |     3 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      4 |     3 |  2000 | 1486 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      5 |     3 |  2000 | 1307 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      6 |     3 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     10 |     3 |  2000 | 1604 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     11 |     3 |  2000 | 1069 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     12 |     3 |  2000 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   167 |      3 |      4 |     1 |  1545 | 1486 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      5 |     1 |  1545 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      6 |     1 |  1545 | 1545 | 1545                                 | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     10 |     1 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     11 |     1 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     12 |     1 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     13 |     1 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      4 |     2 |  1545 | 1486 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      5 |     2 |  1545 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      6 |     2 |  1545 | 1545 | 1545                                 | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     10 |     2 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     11 |     2 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     12 |     2 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     13 |     2 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     13 |     3 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      4 |     3 |  1545 | 1486 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      5 |     3 |  1545 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |      6 |     3 |  1545 | 1545 | 1545                                 | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     10 |     3 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     11 |     3 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      3 |     12 |     3 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      5 |     1 |  1486 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      6 |     1 |  1486 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     10 |     1 |  1486 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     11 |     1 |  1486 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     12 |     1 |  1486 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     13 |     1 |  1486 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      5 |     2 |  1486 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      6 |     2 |  1486 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     10 |     2 |  1486 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     11 |     2 |  1486 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     12 |     2 |  1486 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     13 |     2 |  1486 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     13 |     3 |  1486 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      5 |     3 |  1486 | 1307 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |      6 |     3 |  1486 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     10 |     3 |  1486 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     11 |     3 |  1486 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      4 |     12 |     3 |  1486 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |      6 |     1 |  1307 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     10 |     1 |  1307 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     11 |     1 |  1307 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     12 |     1 |  1307 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     13 |     1 |  1307 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |      6 |     2 |  1307 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     10 |     2 |  1307 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     11 |     2 |  1307 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     12 |     2 |  1307 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     13 |     2 |  1307 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     13 |     3 |  1307 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |      6 |     3 |  1307 | 1545 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     10 |     3 |  1307 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     11 |     3 |  1307 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      5 |     12 |     3 |  1307 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     10 |     1 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     11 |     1 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     12 |     1 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     13 |     1 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     10 |     2 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     11 |     2 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     12 |     2 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     13 |     2 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     13 |     3 |  1545 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     10 |     3 |  1545 | 1604 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     11 |     3 |  1545 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      6 |     12 |     3 |  1545 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     11 |     1 |  1604 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     12 |     1 |  1604 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     13 |     1 |  1604 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     11 |     2 |  1604 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     12 |     2 |  1604 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     13 |     2 |  1604 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     13 |     3 |  1604 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     11 |     3 |  1604 | 1069 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     10 |     12 |     3 |  1604 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     12 |     1 |  1069 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     13 |     1 |  1069 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     12 |     2 |  1069 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     13 |     2 |  1069 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     13 |     3 |  1069 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     11 |     12 |     3 |  1069 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     12 |     13 |     1 |  1783 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     12 |     13 |     2 |  1783 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |     12 |     13 |     3 |  1783 | 1842 |                                      | 0                                    | 0                                      | 0                                    |
|   167 |      1 |      3 |     2 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      4 |     2 |  2000 | 1486 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      5 |     2 |  2000 | 1307 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |      6 |     2 |  2000 | 1545 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     10 |     2 |  2000 | 1604 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     11 |     2 |  2000 | 1069 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     12 |     2 |  2000 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   167 |      1 |     13 |     2 |  2000 | 1842 |                                      | 0                                    | 0                                      |                                      |
|   170 |      1 |      2 |     1 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   170 |      1 |      2 |     2 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   170 |      1 |      2 |     3 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   172 |      1 |      5 |     1 |  1703 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|   172 |      1 |      2 |     1 |  1703 | 2000 |                                      | 0                                    | 0                                      |                                      |
|   172 |      1 |      5 |     2 |  1703 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|   172 |      1 |      2 |     2 |  1703 | 2000 |                                      | 0                                    | 0                                      |                                      |
|   172 |      1 |      5 |     3 |  1703 |    0 |                                      | 0                                    | 0                                      | 0                                    |
|   172 |      1 |      2 |     3 |  1703 | 2000 |                                      | 0                                    | 0                                      |                                      |
|   172 |      2 |      5 |     2 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   172 |      2 |      5 |     3 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   172 |      2 |      5 |     1 |  2000 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      2 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      3 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      3 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      2 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      3 |     3 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      1 |      2 |     3 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   174 |      2 |      3 |     1 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|   174 |      2 |      3 |     3 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|   174 |      2 |      3 |     2 |     0 |    0 | 0                                    | 0                                    | 0                                      | 0                                    |
|   175 |      1 |      2 |     1 |  3639 | 1426 |                                      | 0                                    | 0                                      |                                      |
|   175 |      1 |      2 |     2 |  3639 | 1426 |                                      | 0                                    | 0                                      |                                      |
|   175 |      1 |      2 |     3 |  3639 | 1426 |                                      | 0                                    | 0                                      |                                      |
|   177 |      3 |      5 |     1 |  1189 | 1189 | 1189                                 | 0                                    | 0                                      | 0                                    |
|   177 |      3 |      5 |     2 |  1189 | 1189 | 1189                                 | 0                                    | 0                                      | 0                                    |
|   177 |      3 |      5 |     3 |  1189 | 1189 | 1189                                 | 0                                    | 0                                      | 0                                    |
|   177 |      2 |      3 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   177 |      2 |      5 |     3 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   177 |      1 |      3 |     1 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      1 |      5 |     1 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      1 |      2 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   177 |      1 |      3 |     2 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      1 |      5 |     2 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      1 |      2 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   177 |      1 |      3 |     3 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      1 |      2 |     3 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   177 |      1 |      5 |     3 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   177 |      2 |      3 |     1 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   177 |      2 |      5 |     1 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   177 |      2 |      3 |     2 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   177 |      2 |      5 |     2 |     0 | 1189 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      1 |      2 |     1 |  2926 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      3 |     1 |  2926 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      4 |     1 |  2926 | 2139 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      2 |     2 |  2926 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      3 |     2 |  2926 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      4 |     2 |  2926 | 2139 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      4 |     3 |  2926 | 2139 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      3 |     3 |  2926 | 1783 |                                      | 0                                    | 0                                      |                                      |
|   178 |      1 |      2 |     3 |  2926 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   178 |      2 |      3 |     1 |  1189 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      2 |      4 |     1 |  1189 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      2 |      3 |     2 |  1189 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      2 |      4 |     2 |  1189 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      3 |      4 |     1 |  1783 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      3 |      4 |     2 |  1783 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      3 |      4 |     3 |  1783 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      2 |      4 |     3 |  1189 | 2139 |                                      | 0                                    | 0                                      | 0                                    |
|   178 |      2 |      3 |     3 |  1189 | 1783 |                                      | 0                                    | 0                                      | 0                                    |
|   179 |      9 |     10 |     3 |  1189 | 1189 | 1189                                 | 0                                    | 0                                      | 0                                    |
|   179 |      1 |     10 |     1 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      2 |     1 |  1500 | 1426 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      3 |     1 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      4 |     1 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   179 |      1 |      9 |     1 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      2 |     2 |  1500 | 1426 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      3 |     2 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      4 |     2 |  1500 |    0 | 0                                    | 0                                    | 0                                      |                                      |
|   179 |      1 |      9 |     2 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |     10 |     2 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      9 |     3 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |     10 |     3 |  1500 | 1189 |                                      | 0                                    | 0                                      |                                      |
|   179 |      1 |      2 |     3 |  1500 | 1426 |                                      | 0                                    | 0                                      |                                      |
