
mysql> select nat_id,
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end as classIncome
    -> ,substring(i,1,4) as subProduct,sum(p*qt) as expenditure from e2,incomeclass where fs_id=f group by 
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end
    -> ,substring(i,1,4) order by nat_id,
    -> case when CLASS_INCOMES>15 then 15 when CLASS_INCOMES<0 then 0 else CLASS_INCOMES end
    -> ,substring(i,1,4);
+--------+-------------+------------+-----------------+
| nat_id | classIncome | subProduct | expenditure     |
|      2 |           6 | 0932       |      65.3499990 |
|      2 |           6 | 0933       |      21.4500000 |
|      2 |           6 | 0941       |     253.9999999 |
|      2 |           6 | 0942       |      74.7500000 |
|      2 |           6 | 0951       |     156.8000000 |
|      2 |           6 | 0952       |      21.6500000 |
|      2 |           6 | 0953       |       0.4000000 |
|      2 |           6 | 0954       |     412.9449984 |
|      2 |           6 | 0960       |       3.5000000 |
|      2 |           6 | 1010       |    1182.1499999 |
|      2 |           6 | 1020       |    1801.5000000 |
|      2 |           6 | 1040       |      50.0000000 |
|      2 |           6 | 1050       |      30.0000000 |
|      2 |           6 | 1111       |    1906.4300025 |
|      2 |           6 | 1112       |     168.8999988 |
|      2 |           6 | 1211       |     698.0000003 |
|      2 |           6 | 1212       |      90.9500000 |
|      2 |           6 | 1213       |    5203.7220024 |
|      2 |           6 | 1231       |     989.2899999 |
|      2 |           6 | 1232       |     877.7099996 |
|      2 |           6 | 1253       |      51.0000000 |
|      2 |           6 | 1262       |     122.0000002 |
|      2 |           6 | 1270       |     638.3999998 |
|      2 |           6 | 1310       |     688.8200003 |
|      2 |           6 | 1320       |    6946.5000006 |
|      2 |           7 | 0111       |    4378.8650119 |
|      2 |           7 | 0112       |    5424.8799984 |
|      2 |           7 | 0113       |    2374.1049993 |
|      2 |           7 | 0114       |    3100.4749993 |
|      2 |           7 | 0115       |     811.2099998 |
|      2 |           7 | 0116       |    1618.2049984 |
|      2 |           7 | 0117       |    3053.5749970 |
|      2 |           7 | 0118       |    1058.8350045 |
|      2 |           7 | 0119       |    1691.3100155 |
|      2 |           7 | 0121       |     941.3850049 |
|      2 |           7 | 0122       |    1291.6200007 |
|      2 |           7 | 0220       |     452.7500015 |
|      2 |           7 | 0311       |    1054.3500001 |
|      2 |           7 | 0312       |   17180.0750032 |
|      2 |           7 | 0313       |     399.1949999 |
|      2 |           7 | 0314       |    1328.0250046 |
|      2 |           7 | 0321       |    2957.8800000 |
|      2 |           7 | 0322       |      46.1999998 |
|      2 |           7 | 0411       |   60304.4999999 |
|      2 |           7 | 0421       |     450.0000000 |
|      2 |           7 | 0431       |     425.3399999 |
|      2 |           7 | 0432       |    1451.6000002 |
|      2 |           7 | 0441       |    1514.5000002 |
|      2 |           7 | 0442       |     898.9999998 |
|      2 |           7 | 0443       |       6.2500000 |
|      2 |           7 | 0451       |    2441.7999999 |
|      2 |           7 | 0452       |     442.6000007 |
|      2 |           7 | 0453       |      37.5000002 |
|      2 |           7 | 0454       |     119.9999999 |
|      2 |           7 | 0511       |    2162.1699998 |
|      2 |           7 | 0512       |     378.5950000 |
|      2 |           7 | 0513       |      12.0000000 |
|      2 |           7 | 0520       |    2570.2700027 |
|      2 |           7 | 0531       |    1462.3700002 |
