| FS_ID | NAT_ID | membersCount | SUM(INCOME1) | SUM(INCOME2) | SUM(INCOME3) | SUM(INCOME4) | SUM(INCOME5) | SUM(INCOME6) | SUM(INCOME7) | SUM(INCOME8) | INCOMES | CLASS_INCOMES | CLASS_INCOME1 | CLASS_INCOME2 | CLASS_INCOME3 | CLASS_INCOME4 | CLASS_INCOME5 | CLASS_INCOME6 | CLASS_INCOME7 | CLASS_INCOME8 |
+-------+--------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+
|  2421 |      2 |            3 |            0 |          600 |            0 |            0 |         1080 |            0 |            0 |            0 |    1680 |             9 |             0 |             3 |             0 |             0 |             6 |             0 |             0 |             0 |
|  2584 |      2 |            9 |         1716 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1716 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2600 |      2 |            3 |         1839 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1839 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2608 |      2 |            9 |         1713 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1713 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2612 |      2 |            6 |         1773 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1773 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2618 |      2 |            6 |         1677 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1677 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2634 |      2 |            6 |         1755 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1755 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2639 |      2 |            3 |         1704 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1704 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2650 |      2 |            9 |         1680 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1680 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2652 |      2 |            6 |         1746 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1746 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2654 |      2 |            9 |         1743 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1743 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2683 |      2 |            9 |         1692 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1692 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2688 |      2 |           12 |         1776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1776 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2716 |      2 |            9 |         1776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1776 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2743 |      2 |            9 |         1713 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1713 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2755 |      2 |            9 |         1773 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1773 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2849 |      2 |            3 |         1776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1776 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2850 |      2 |            3 |         1776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1776 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2936 |      2 |            9 |         1707 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1707 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2965 |      2 |            3 |         1842 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1842 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2973 |      2 |            6 |         1683 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1683 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2978 |      2 |           12 |         1713 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1713 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2984 |      2 |            9 |         1689 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1689 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2989 |      2 |            9 |         1833 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1833 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2994 |      2 |            9 |         1662 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1662 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3027 |      2 |            6 |         1677 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1677 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3029 |      2 |            6 |         1770 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1770 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3035 |      2 |            6 |         1743 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1743 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3120 |      2 |            6 |         1764 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1764 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3176 |      2 |            9 |         1836 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1836 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3180 |      2 |            3 |         1680 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1680 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3200 |      2 |            6 |         1707 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1707 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3211 |      2 |            6 |         1677 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1677 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3223 |      2 |            9 |         1848 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1848 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3244 |      2 |            6 |         1722 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1722 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3270 |      2 |            9 |         1815 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1815 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3271 |      2 |            6 |         1668 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1668 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3287 |      2 |            9 |         1050 |          630 |            0 |            0 |            0 |            0 |            0 |            0 |    1680 |             9 |             5 |             3 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3292 |      2 |            9 |         1722 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1722 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3296 |      2 |            9 |          480 |         1350 |            0 |            0 |            0 |            0 |            0 |            0 |    1830 |             9 |             3 |             7 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3320 |      2 |            6 |         1776 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1776 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3327 |      2 |            9 |         1665 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1665 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3332 |      2 |            9 |         1737 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1737 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3466 |      2 |            3 |         1677 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1677 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3535 |      2 |            3 |            0 |         1800 |            0 |            0 |            0 |            0 |            0 |            0 |    1800 |             9 |             0 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3542 |      2 |            3 |         1800 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1800 |             9 |             9 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|    28 |      2 |            9 |         1995 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1995 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   111 |      2 |            6 |         1923 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1923 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   368 |      2 |            9 |         1929 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1929 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   461 |      2 |            6 |         1890 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1890 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   464 |      2 |            6 |         1887 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1887 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   466 |      2 |            6 |         1955 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1955 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   477 |      2 |            3 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   496 |      2 |            9 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   497 |      2 |            6 |         2028 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2028 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   517 |      2 |            6 |         1998 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1998 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   535 |      2 |            3 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   543 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   572 |      2 |            3 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   592 |      2 |            3 |         1872 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1872 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   610 |      2 |            3 |         2043 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2043 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   611 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   637 |      2 |            6 |         2028 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2028 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   640 |      2 |            6 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   642 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   703 |      2 |            6 |         1854 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1854 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   705 |      2 |            3 |         1911 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1911 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   726 |      2 |            6 |         1998 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1998 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   743 |      2 |            3 |         1938 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1938 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   746 |      2 |            3 |         2049 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2049 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   762 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   781 |      2 |           15 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   826 |      2 |            6 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   861 |      2 |            3 |         2031 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2031 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   887 |      2 |            3 |         2031 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2031 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   919 |      2 |            6 |         1890 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1890 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   927 |      2 |            9 |         1872 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1872 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   930 |      2 |            6 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   947 |      2 |           12 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|   986 |      2 |            6 |         2001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2001 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1048 |      2 |            6 |         1884 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1884 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1088 |      2 |            3 |         2001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2001 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1089 |      2 |            3 |         1968 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1968 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1095 |      2 |            3 |         1986 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1986 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1096 |      2 |            9 |         1870 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1870 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1097 |      2 |            3 |         2037 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2037 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1243 |      2 |            6 |         1890 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1890 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1288 |      2 |            3 |         1918 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1918 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1562 |      2 |            6 |         2034 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2034 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1563 |      2 |            3 |         1970 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1970 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1597 |      2 |            3 |         1887 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1887 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1599 |      2 |            6 |         1929 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1929 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1619 |      2 |            6 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1627 |      2 |            6 |         2019 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2019 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1631 |      2 |            3 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1687 |      2 |           15 |         1980 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1980 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1693 |      2 |            6 |         2016 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2016 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1701 |      2 |           12 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1729 |      2 |            3 |         1905 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1905 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1740 |      2 |            3 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1756 |      2 |            6 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1757 |      2 |           15 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1857 |      2 |            3 |         1875 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1875 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1864 |      2 |            9 |         2040 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2040 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1876 |      2 |            9 |         1860 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1860 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1886 |      2 |            6 |         2010 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2010 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1894 |      2 |            3 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1905 |      2 |            6 |         2040 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2040 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2210 |      2 |            9 |         1974 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1974 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2224 |      2 |           12 |         1920 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1920 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2288 |      2 |            3 |            0 |          900 |            0 |            0 |         1050 |            0 |            0 |            0 |    1950 |            10 |             0 |             5 |             0 |             0 |             5 |             0 |             0 |             0 |
|  2302 |      2 |            9 |            0 |         1590 |            0 |            0 |          450 |            0 |            0 |            0 |    2040 |            10 |             0 |             8 |             0 |             0 |             2 |             0 |             0 |             0 |
|  2387 |      2 |            3 |         1872 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1872 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2406 |      2 |            3 |         2001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2001 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2573 |      2 |            9 |         1899 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1899 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2585 |      2 |            9 |         2001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2001 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2597 |      2 |            3 |         1920 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1920 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2624 |      2 |            9 |         1854 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1854 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2651 |      2 |           12 |         1881 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1881 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2664 |      2 |            6 |         1911 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1911 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2674 |      2 |            6 |         1875 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1875 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2682 |      2 |            9 |         2034 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2034 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2692 |      2 |            3 |         1938 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1938 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2700 |      2 |           12 |         2037 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2037 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2717 |      2 |            9 |            0 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |             0 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2723 |      2 |            9 |         1914 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1914 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2731 |      2 |           12 |         1905 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1905 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2798 |      2 |            3 |         1929 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1929 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2800 |      2 |            3 |         1938 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1938 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2812 |      2 |            6 |         1932 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1932 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2827 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2837 |      2 |            6 |         1872 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1872 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2859 |      2 |            9 |         1965 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1965 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2865 |      2 |           12 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2869 |      2 |            6 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2873 |      2 |            6 |         1872 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1872 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2878 |      2 |            3 |         1935 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1935 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2885 |      2 |            3 |         1950 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1950 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2906 |      2 |            6 |         1929 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1929 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2909 |      2 |            3 |         1929 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1929 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2935 |      2 |            6 |         2001 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2001 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2956 |      2 |           12 |         1854 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1854 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2977 |      2 |            6 |          807 |         1200 |            0 |            0 |            0 |            0 |            0 |            0 |    2007 |            10 |             4 |             6 |             0 |             0 |             0 |             0 |             0 |             0 |
|  2982 |      2 |            6 |         1854 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1854 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3024 |      2 |            6 |         1869 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1869 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3051 |      2 |            3 |         1965 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    1965 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3084 |      2 |            6 |         2034 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    2034 |            10 |            10 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
