| FS_ID | NAT_ID | membersCount | SUM(INCOME1) | SUM(INCOME2) | SUM(INCOME3) | SUM(INCOME4) | SUM(INCOME5) | SUM(INCOME6) | SUM(INCOME7) | SUM(INCOME8) | INCOMES | CLASS_INCOMES | CLASS_INCOME1 | CLASS_INCOME2 | CLASS_INCOME3 | CLASS_INCOME4 | CLASS_INCOME5 | CLASS_INCOME6 | CLASS_INCOME7 | CLASS_INCOME8 |
+-------+--------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+---------------+
|  3780 |      1 |            6 |         5529 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5529 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3798 |      1 |            6 |         5529 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5529 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  3870 |      1 |            3 |         5526 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5526 |            28 |            28 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  4017 |      1 |            3 |            0 |            0 |            0 |         2550 |         3000 |            0 |            0 |            0 |    5550 |            28 |             0 |             0 |             0 |            13 |            15 |             0 |             0 |             0 |
|  4046 |      1 |            9 |            0 |            0 |            0 |            0 |         5490 |            0 |            0 |            0 |    5490 |            28 |             0 |             0 |             0 |             0 |            28 |             0 |             0 |             0 |
|    93 |      1 |            3 |            0 |            0 |            0 |         1800 |         3900 |            0 |            0 |            0 |    5700 |            29 |             0 |             0 |             0 |             9 |            20 |             0 |             0 |             0 |
|   272 |      1 |            6 |         5703 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |    5703 |            29 |            29 |             0 |             0 |             0 |             0 |             0 |             0 |             0 |
|  1135 |      1 |            6 |            0 |            0 |            0 |            0 |         5811 |            0 |            0 |            0 |    5811 |            29 |             0 |             0 |             0 |             0 |            29 |             0 |             0 |             0 |
|  1839 |      1 |            3 |            0 |            0 |            0 |         1950 |         2745 |            0 |          500 |          500 |    5695 |            29 |             0 |             0 |             0 |            10 |            14 |             0 |             3 |             3 |
|  1914 |      1 |            3 |            0 |            0 |            0 |         3000 |         2700 |            0 |            0 |            0 |    5700 |            29 |             0 |             0 |             0 |            15 |            14 |             0 |             0 |             0 |
|  1961 |      1 |            9 |         3567 |            0 |            0 |         2100 |            0 |            0 |            0 |            0 |    5667 |            29 |            18 |             0 |             0 |            11 |             0 |             0 |             0 |             0 |
|  1975 |      1 |            6 |            0 |            0 |            0 |         3000 |         2850 |            0 |            0 |            0 |    5850 |            29 |             0 |             0 |             0 |            15 |            14 |             0 |             0 |             0 |
|  2146 |      1 |            9 |         3351 |            0 |            0 |         2400 |            0 |            0 |            0 |            0 |    5751 |            29 |            17 |             0 |             0 |            12 |             0 |             0 |             0 |             0 |
|  2455 |      1 |            6 |            0 |         1050 |            0 |         1140 |         3600 |            0 |            0 |            0 |    5790 |            29 |             0 |             5 |             0 |             6 |            18 |             0 |             0 |             0 |
|  2467 |      1 |            3 |         4740 |            0 |            0 |         1050 |            0 |            0 |            0 |            0 |    5790 |            29 |            24 |             0 |             0 |             5 |             0 |             0 |             0 |             0 |
|  2489 |      1 |            9 |         4887 |            0 |            0 |          900 |            0 |            0 |            0 |            0 |    5787 |            29 |            25 |             0 |             0 |             5 |             0 |             0 |             0 |             0 |
|  3523 |      1 |            6 |            0 |            0 |            0 |         2250 |         3420 |            0 |            0 |            0 |    5670 |            29 |             0 |             0 |             0 |            11 |            17 |             0 |             0 |             0 |
|  3635 |      1 |            6 |            0 |            0 |            0 |         1050 |         4800 |            0 |            0 |            0 |    5850 |            29 |             0 |             0 |             0 |             5 |            24 |             0 |             0 |             0 |
|  3669 |      1 |            3 |         4458 |            0 |            0 |         1200 |            0 |            0 |            0 |            0 |    5658 |            29 |            23 |             0 |             0 |             6 |             0 |             0 |             0 |             0 |
|   187 |      1 |            6 |            0 |            0 |            0 |            0 |         6000 |            0 |            0 |            0 |    6000 |            30 |             0 |             0 |             0 |             0 |            30 |             0 |             0 |             0 |
|   315 |      1 |           12 |            0 |            0 |            0 |            0 |         6000 |            0 |            0 |            0 |    6000 |            30 |             0 |             0 |             0 |             0 |            30 |             0 |             0 |             0 |
|  2085 |      1 |            9 |         4101 |            0 |            0 |         1800 |            0 |            0 |            0 |            0 |    5901 |            30 |            21 |             0 |             0 |             9 |             0 |             0 |             0 |             0 |
|  2182 |      1 |            9 |         2781 |          840 |            0 |            0 |         2310 |            0 |            0 |            0 |    5931 |            30 |            14 |             4 |             0 |             0 |            12 |             0 |             0 |             0 |
|  2185 |      1 |            9 |         5703 |            0 |            0 |          600 |            0 |            0 |            0 |         -400 |    5903 |            30 |            29 |             0 |             0 |             3 |             0 |             0 |             0 |            -2 |
|  3564 |      1 |            3 |            0 |            0 |            0 |         3000 |         3000 |            0 |            0 |            0 |    6000 |            30 |             0 |             0 |             0 |            15 |            15 |             0 |             0 |             0 |
|  3841 |      1 |            6 |            0 |            0 |            0 |            0 |         6030 |            0 |            0 |            0 |    6030 |            30 |             0 |             0 |             0 |             0 |            30 |             0 |             0 |             0 |
